1,-0.578125,0.591796875,-0.58984375,-0.578125,-2.337890625
2,-0.578125,0.580078125,-0.576171875,-0.58203125,-2.31640625
3,-0.59375,0.544921875,-0.580078125,-0.591796875,-2.310546875
4,-0.580078125,0.6015625,-0.583984375,-0.580078125,-2.345703125
5,-0.55859375,0.609375,-0.61328125,-0.5546875,-2.3359375
6,-0.5625,0.56640625,-0.50390625,-0.544921875,-2.177734375
7,-0.576171875,0.54296875,-0.52734375,-0.62890625,-2.275390625
8,-0.62109375,0.5625,-0.587890625,-0.5625,-2.333984375
9,-0.56640625,0.591796875,-0.572265625,-0.578125,-2.30859375
10,-0.498046875,0.572265625,-0.57421875,-0.521484375,-2.166015625
11,-0.578125,0.56640625,-0.544921875,-0.533203125,-2.22265625
12,-0.611328125,0.537109375,-0.580078125,-0.603515625,-2.33203125
13,-0.548828125,0.59375,-0.625,-0.580078125,-2.34765625
14,-0.544921875,0.6328125,-0.544921875,-0.59375,-2.31640625
15,-0.615234375,0.576171875,-0.609375,-0.580078125,-2.380859375
16,-0.583984375,0.609375,-0.609375,-0.59375,-2.396484375
17,-0.59375,0.576171875,-0.58984375,-0.611328125,-2.37109375
18,-0.623046875,0.564453125,-0.576171875,-0.5703125,-2.333984375
19,-0.58203125,0.615234375,-0.58203125,-0.552734375,-2.33203125
20,-0.6171875,0.576171875,-0.587890625,-0.576171875,-2.357421875
21,-0.615234375,0.568359375,-0.62109375,-0.638671875,-2.443359375
22,-0.5390625,0.587890625,-0.548828125,-0.6015625,-2.27734375
23,-0.568359375,0.5546875,-0.54296875,-0.57421875,-2.240234375
24,-0.546875,0.5859375,-0.576171875,-0.578125,-2.287109375
25,-0.576171875,0.580078125,-0.59765625,-0.5625,-2.31640625
26,-0.576171875,0.58203125,-0.5859375,-0.560546875,-2.3046875
27,-0.560546875,0.59765625,-0.623046875,-0.548828125,-2.330078125
28,-0.57421875,0.552734375,-0.609375,-0.55078125,-2.287109375
29,-0.58203125,0.62109375,-0.54296875,-0.619140625,-2.365234375
30,-0.583984375,0.5625,-0.572265625,-0.6171875,-2.3359375
31,-0.58203125,0.58984375,-0.576171875,-0.576171875,-2.32421875
32,-0.578125,0.560546875,-0.576171875,-0.55859375,-2.2734375
33,-0.552734375,0.60546875,-0.572265625,-0.591796875,-2.322265625
34,-0.615234375,0.56640625,-0.568359375,-0.572265625,-2.322265625
35,-0.583984375,0.580078125,-0.546875,-0.580078125,-2.291015625
36,-0.599609375,0.615234375,-0.6015625,-0.603515625,-2.419921875
37,-0.587890625,0.58203125,-0.556640625,-0.5625,-2.2890625
38,-0.603515625,0.5859375,-0.560546875,-0.552734375,-2.302734375
39,-0.517578125,0.623046875,-0.58984375,-0.55078125,-2.28125
40,-0.60546875,0.609375,-0.595703125,-0.591796875,-2.40234375
41,-0.568359375,0.59765625,-0.6328125,-0.615234375,-2.4140625
42,-0.55078125,0.548828125,-0.580078125,-0.564453125,-2.244140625
43,-0.587890625,0.544921875,-0.587890625,-0.5859375,-2.306640625
44,-0.62109375,0.525390625,-0.611328125,-0.572265625,-2.330078125
45,-0.591796875,0.59375,-0.568359375,-0.5625,-2.31640625
46,-0.56640625,0.619140625,-0.58984375,-0.544921875,-2.3203125
47,-0.611328125,0.58984375,-0.6171875,-0.59375,-2.412109375
48,-0.560546875,0.564453125,-0.578125,-0.60546875,-2.30859375
49,-0.5859375,0.61328125,-0.6171875,-0.57421875,-2.390625
50,-0.5703125,0.626953125,-0.58203125,-0.552734375,-2.33203125
51,-0.583984375,0.59375,-0.578125,-0.5859375,-2.341796875
52,-0.591796875,0.58203125,-0.61328125,-0.548828125,-2.3359375
53,-0.564453125,0.5390625,-0.548828125,-0.576171875,-2.228515625
54,-0.556640625,0.591796875,-0.572265625,-0.56640625,-2.287109375
55,-0.578125,0.5546875,-0.576171875,-0.6015625,-2.310546875
56,-0.5546875,0.59375,-0.5859375,-0.60546875,-2.33984375
57,-0.560546875,0.63671875,-0.560546875,-0.591796875,-2.349609375
58,-0.623046875,0.5859375,-0.541015625,-0.59765625,-2.34765625
59,-0.58984375,0.564453125,-0.5625,-0.578125,-2.294921875
60,-0.564453125,0.62109375,-0.546875,-0.58203125,-2.314453125
61,-0.580078125,0.595703125,-0.578125,-0.548828125,-2.302734375
62,-0.611328125,0.595703125,-0.587890625,-0.609375,-2.404296875
63,-0.53125,0.59765625,-0.5703125,-0.5859375,-2.28515625
64,-0.603515625,0.6015625,-0.533203125,-0.525390625,-2.263671875
65,-0.615234375,0.578125,-0.552734375,-0.591796875,-2.337890625
66,-0.609375,0.587890625,-0.564453125,-0.6171875,-2.37890625
67,-0.59765625,0.56640625,-0.548828125,-0.615234375,-2.328125
68,-0.583984375,0.59375,-0.548828125,-0.59765625,-2.32421875
69,-0.599609375,0.58984375,-0.560546875,-0.576171875,-2.326171875
70,-0.55078125,0.5390625,-0.59765625,-0.587890625,-2.275390625
71,-0.6015625,0.615234375,-0.537109375,-0.5859375,-2.33984375
72,-0.5390625,0.587890625,-0.578125,-0.583984375,-2.2890625
73,-0.587890625,0.580078125,-0.6015625,-0.580078125,-2.349609375
74,-0.5625,0.6171875,-0.58203125,-0.58984375,-2.3515625
75,-0.564453125,0.638671875,-0.552734375,-0.630859375,-2.38671875
76,-0.595703125,0.552734375,-0.58203125,-0.587890625,-2.318359375
77,-0.5625,0.595703125,-0.59765625,-0.55078125,-2.306640625
78,-0.5859375,0.580078125,-0.580078125,-0.595703125,-2.341796875
79,-0.595703125,0.62890625,-0.537109375,-0.576171875,-2.337890625
80,-0.578125,0.591796875,-0.548828125,-0.568359375,-2.287109375
81,-0.556640625,0.626953125,-0.595703125,-0.5078125,-2.287109375
82,-0.634765625,0.5859375,-0.548828125,-0.564453125,-2.333984375
83,-0.5703125,0.583984375,-0.6171875,-0.59375,-2.365234375
84,-0.59765625,0.54296875,-0.576171875,-0.583984375,-2.30078125
85,-0.587890625,0.572265625,-0.59765625,-0.5390625,-2.296875
86,-0.587890625,0.607421875,-0.533203125,-0.572265625,-2.30078125
87,-0.607421875,0.5546875,-0.59375,-0.552734375,-2.30859375
88,-0.580078125,0.58203125,-0.625,-0.5234375,-2.310546875
89,-0.595703125,0.583984375,-0.5859375,-0.599609375,-2.365234375
90,-0.5859375,0.61328125,-0.615234375,-0.572265625,-2.38671875
91,-0.59765625,0.578125,-0.580078125,-0.609375,-2.365234375
92,-0.619140625,0.587890625,-0.595703125,-0.591796875,-2.39453125
93,-0.587890625,0.572265625,-0.572265625,-0.560546875,-2.29296875
94,-0.576171875,0.560546875,-0.607421875,-0.572265625,-2.31640625
95,-0.5546875,0.57421875,-0.5546875,-0.5859375,-2.26953125
96,-0.615234375,0.568359375,-0.58984375,-0.607421875,-2.380859375
97,-0.609375,0.578125,-0.5859375,-0.591796875,-2.365234375
98,-0.603515625,0.58984375,-0.6015625,-0.626953125,-2.421875
99,-0.55859375,0.5703125,-0.587890625,-0.59765625,-2.314453125
100,-0.59765625,0.544921875,-0.583984375,-0.55078125,-2.27734375
