{0.0000,0.0000,0.4922},
{0.0000,0.5236,0.5029},
{0.0000,1.0472,0.5420},
{0.0000,1.5708,0.4834},
{0.0000,2.0944,0.4824},
{0.0000,2.6180,0.5088},
{0.0000,3.1416,0.5020},
{0.0000,3.6652,0.4971},
{0.0000,4.1888,0.4990},
{0.0000,4.7124,0.4990},
{0.0000,5.2360,0.5049},
{0.0000,5.7596,0.4697},
{0.0000,6.2832,0.4658},
{0.0000,6.8068,0.5146},
{0.0000,7.3304,0.4961},
{0.0000,7.8540,0.5215},
{0.0000,8.3776,0.4971},
{0.0000,8.9012,0.4746},
{0.0000,9.4248,0.5049},
{0.0000,9.9484,0.4854},
{0.0000,10.4720,0.5244},
{0.0000,10.9956,0.4658},
{0.0000,11.5192,0.4814},
{0.0000,12.0428,0.5205},
{0.0000,12.5664,0.4873},
{0.5236,0.0000,0.5117},
{0.5236,0.5236,0.5039},
{0.5236,1.0472,0.5117},
{0.5236,1.5708,0.5303},
{0.5236,2.0944,0.4912},
{0.5236,2.6180,0.4697},
{0.5236,3.1416,0.5049},
{0.5236,3.6652,0.5303},
{0.5236,4.1888,0.4814},
{0.5236,4.7124,0.5127},
{0.5236,5.2360,0.5010},
{0.5236,5.7596,0.5029},
{0.5236,6.2832,0.5264},
{0.5236,6.8068,0.5225},
{0.5236,7.3304,0.4980},
{0.5236,7.8540,0.4609},
{0.5236,8.3776,0.4941},
{0.5236,8.9012,0.5137},
{0.5236,9.4248,0.4873},
{0.5236,9.9484,0.5039},
{0.5236,10.4720,0.5166},
{0.5236,10.9956,0.5020},
{0.5236,11.5192,0.5098},
{0.5236,12.0428,0.5322},
{0.5236,12.5664,0.4980},
{1.0472,0.0000,0.5371},
{1.0472,0.5236,0.4922},
{1.0472,1.0472,0.4990},
{1.0472,1.5708,0.5000},
{1.0472,2.0944,0.4678},
{1.0472,2.6180,0.5156},
{1.0472,3.1416,0.4912},
{1.0472,3.6652,0.5020},
{1.0472,4.1888,0.5400},
{1.0472,4.7124,0.4990},
{1.0472,5.2360,0.5000},
{1.0472,5.7596,0.4746},
{1.0472,6.2832,0.4932},
{1.0472,6.8068,0.4697},
{1.0472,7.3304,0.5127},
{1.0472,7.8540,0.4990},
{1.0472,8.3776,0.5039},
{1.0472,8.9012,0.5273},
{1.0472,9.4248,0.5303},
{1.0472,9.9484,0.5029},
{1.0472,10.4720,0.5068},
{1.0472,10.9956,0.4844},
{1.0472,11.5192,0.4990},
{1.0472,12.0428,0.4961},
{1.0472,12.5664,0.5107},
{1.5708,0.0000,0.5283},
{1.5708,0.5236,0.5059},
{1.5708,1.0472,0.4834},
{1.5708,1.5708,0.5195},
{1.5708,2.0944,0.5000},
{1.5708,2.6180,0.4824},
{1.5708,3.1416,0.5020},
{1.5708,3.6652,0.5205},
{1.5708,4.1888,0.4961},
{1.5708,4.7124,0.5391},
{1.5708,5.2360,0.5098},
{1.5708,5.7596,0.5078},
{1.5708,6.2832,0.4961},
{1.5708,6.8068,0.5059},
{1.5708,7.3304,0.4707},
{1.5708,7.8540,0.5156},
{1.5708,8.3776,0.4863},
{1.5708,8.9012,0.4971},
{1.5708,9.4248,0.5039},
{1.5708,9.9484,0.4775},
{1.5708,10.4720,0.4766},
{1.5708,10.9956,0.5205},
{1.5708,11.5192,0.5225},
{1.5708,12.0428,0.5088},
