{0.0000,0.0000,0.9863},
{0.0000,0.5236,0.9795},
{0.0000,1.0472,0.9785},
{0.0000,1.5708,0.9756},
{0.0000,2.0944,0.9746},
{0.0000,2.6180,0.9746},
{0.0000,3.1416,0.9805},
{0.0000,3.6652,0.9727},
{0.0000,4.1888,0.9795},
{0.0000,4.7124,0.9717},
{0.0000,5.2360,0.9834},
{0.0000,5.7596,0.9785},
{0.0000,6.2832,0.9766},
{0.0000,6.8068,0.9883},
{0.0000,7.3304,0.9785},
{0.0000,7.8540,0.9824},
{0.0000,8.3776,0.9717},
{0.0000,8.9012,0.9785},
{0.0000,9.4248,0.9775},
{0.0000,9.9484,0.9824},
{0.0000,10.4720,0.9756},
{0.0000,10.9956,0.9756},
{0.0000,11.5192,0.9756},
{0.0000,12.0428,0.9814},
{0.0000,12.5664,0.9746},
{0.5236,0.0000,0.9795},
{0.5236,0.5236,0.9805},
{0.5236,1.0472,0.9814},
{0.5236,1.5708,0.9736},
{0.5236,2.0944,0.9727},
{0.5236,2.6180,0.9727},
{0.5236,3.1416,0.9805},
{0.5236,3.6652,0.9766},
{0.5236,4.1888,0.9736},
{0.5236,4.7124,0.9795},
{0.5236,5.2360,0.9756},
{0.5236,5.7596,0.9834},
{0.5236,6.2832,0.9805},
{0.5236,6.8068,0.9717},
{0.5236,7.3304,0.9805},
{0.5236,7.8540,0.9814},
{0.5236,8.3776,0.9736},
{0.5236,8.9012,0.9795},
{0.5236,9.4248,0.9746},
{0.5236,9.9484,0.9785},
{0.5236,10.4720,0.9756},
{0.5236,10.9956,0.9746},
{0.5236,11.5192,0.9775},
{0.5236,12.0428,0.9746},
{0.5236,12.5664,0.9785},
{1.0472,0.0000,0.9766},
{1.0472,0.5236,0.9678},
{1.0472,1.0472,0.9746},
{1.0472,1.5708,0.9697},
{1.0472,2.0944,0.9756},
{1.0472,2.6180,0.9834},
{1.0472,3.1416,0.9736},
{1.0472,3.6652,0.9639},
{1.0472,4.1888,0.9717},
{1.0472,4.7124,0.9736},
{1.0472,5.2360,0.9785},
{1.0472,5.7596,0.9766},
{1.0472,6.2832,0.9766},
{1.0472,6.8068,0.9717},
{1.0472,7.3304,0.9766},
{1.0472,7.8540,0.9746},
{1.0472,8.3776,0.9688},
{1.0472,8.9012,0.9795},
{1.0472,9.4248,0.9805},
{1.0472,9.9484,0.9736},
{1.0472,10.4720,0.9717},
{1.0472,10.9956,0.9727},
{1.0472,11.5192,0.9717},
{1.0472,12.0428,0.9707},
{1.0472,12.5664,0.9854},
{1.5708,0.0000,0.9805},
{1.5708,0.5236,0.9727},
{1.5708,1.0472,0.9736},
{1.5708,1.5708,0.9756},
{1.5708,2.0944,0.9727},
{1.5708,2.6180,0.9678},
{1.5708,3.1416,0.9795},
{1.5708,3.6652,0.9746},
{1.5708,4.1888,0.9775},
{1.5708,4.7124,0.9707},
{1.5708,5.2360,0.9717},
{1.5708,5.7596,0.9717},
{1.5708,6.2832,0.9834},
{1.5708,6.8068,0.9727},
{1.5708,7.3304,0.9785},
{1.5708,7.8540,0.9727},
{1.5708,8.3776,0.9775},
{1.5708,8.9012,0.9678},
{1.5708,9.4248,0.9805},
{1.5708,9.9484,0.9736},
{1.5708,10.4720,0.9746},
{1.5708,10.9956,0.9648},
{1.5708,11.5192,0.9717},
{1.5708,12.0428,0.9707},
{1.5708,12.5664,0.9727},
{2.0944,0.0000,0.9824},
{2.0944,0.5236,0.9717},
{2.0944,1.0472,0.9746},
{2.0944,1.5708,0.9756},
{2.0944,2.0944,0.9795},
{2.0944,2.6180,0.9756},
{2.0944,3.1416,0.9756},
{2.0944,3.6652,0.9717},
{2.0944,4.1888,0.9717},
{2.0944,4.7124,0.9688},
{2.0944,5.2360,0.9707},
{2.0944,5.7596,0.9775},
{2.0944,6.2832,0.9766},
{2.0944,6.8068,0.9756},
{2.0944,7.3304,0.9678},
{2.0944,7.8540,0.9678},
{2.0944,8.3776,0.9746},
{2.0944,8.9012,0.9766},
{2.0944,9.4248,0.9766},
{2.0944,9.9484,0.9717},
{2.0944,10.4720,0.9707},
{2.0944,10.9956,0.9619},
{2.0944,11.5192,0.9746},
{2.0944,12.0428,0.9688},
{2.0944,12.5664,0.9766},
{2.6180,0.0000,0.9775},
{2.6180,0.5236,0.9727},
{2.6180,1.0472,0.9795},
{2.6180,1.5708,0.9727},
{2.6180,2.0944,0.9805},
{2.6180,2.6180,0.9824},
{2.6180,3.1416,0.9736},
{2.6180,3.6652,0.9863},
{2.6180,4.1888,0.9805},
{2.6180,4.7124,0.9697},
{2.6180,5.2360,0.9824},
{2.6180,5.7596,0.9736},
{2.6180,6.2832,0.9736},
{2.6180,6.8068,0.9766},
{2.6180,7.3304,0.9805},
{2.6180,7.8540,0.9697},
