{0.0000,0.0000,0.9521},
{0.0000,0.5236,0.9492},
{0.0000,1.0472,0.9434},
{0.0000,1.5708,0.9473},
{0.0000,2.0944,0.9482},
{0.0000,2.6180,0.9531},
{0.0000,3.1416,0.9492},
{0.0000,3.6652,0.9355},
{0.0000,4.1888,0.9600},
{0.0000,4.7124,0.9580},
{0.0000,5.2360,0.9531},
{0.0000,5.7596,0.9570},
{0.0000,6.2832,0.9521},
{0.0000,6.8068,0.9551},
{0.0000,7.3304,0.9492},
{0.0000,7.8540,0.9424},
{0.0000,8.3776,0.9561},
{0.0000,8.9012,0.9482},
{0.0000,9.4248,0.9512},
{0.0000,9.9484,0.9512},
{0.0000,10.4720,0.9521},
{0.0000,10.9956,0.9521},
{0.0000,11.5192,0.9609},
{0.0000,12.0428,0.9482},
{0.0000,12.5664,0.9531},
{0.5236,0.0000,0.9512},
{0.5236,0.5236,0.9404},
{0.5236,1.0472,0.9395},
{0.5236,1.5708,0.9502},
{0.5236,2.0944,0.9453},
{0.5236,2.6180,0.9580},
{0.5236,3.1416,0.9551},
{0.5236,3.6652,0.9443},
{0.5236,4.1888,0.9453},
{0.5236,4.7124,0.9395},
{0.5236,5.2360,0.9326},
{0.5236,5.7596,0.9395},
{0.5236,6.2832,0.9463},
{0.5236,6.8068,0.9395},
{0.5236,7.3304,0.9521},
{0.5236,7.8540,0.9580},
{0.5236,8.3776,0.9521},
{0.5236,8.9012,0.9502},
{0.5236,9.4248,0.9463},
{0.5236,9.9484,0.9355},
{0.5236,10.4720,0.9492},
{0.5236,10.9956,0.9453},
{0.5236,11.5192,0.9414},
{0.5236,12.0428,0.9404},
{0.5236,12.5664,0.9492},
{1.0472,0.0000,0.9473},
{1.0472,0.5236,0.9434},
{1.0472,1.0472,0.9268},
{1.0472,1.5708,0.9092},
{1.0472,2.0944,0.9268},
{1.0472,2.6180,0.9287},
{1.0472,3.1416,0.9355},
{1.0472,3.6652,0.9434},
{1.0472,4.1888,0.9336},
{1.0472,4.7124,0.9141},
{1.0472,5.2360,0.9326},
{1.0472,5.7596,0.9316},
{1.0472,6.2832,0.9502},
